65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
22633,45999,64013,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
65535,65535,65535,
0,0,0,
